Review Name,Review Text,Review Time,Rating,Sentiment,Label
Trọng Hoang Trịnh dinh qhan,Mang tot,6 năm trước,5 sao,Tích cực,1
nguyen kimlan,Rat hai long,7 năm trước,5 sao,Tích cực,1
Nguyễn Ngọc Luôn,Chất lượng tốt,7 năm trước,5 sao,Tích cực,1
Hoang Ha,Mạng xài tốt,6 năm trước,5 sao,Tích cực,1
Zy Khánh,Tuyệt,2 năm trước,5 sao,Tích cực,1
Nam Phạm,Mang tot,6 năm trước,5 sao,Tích cực,1
Khang Nguyen,dịch vụ tốt,7 năm trước,5 sao,Tích cực,1
Hiep LE,Mạng xài tốt,6 năm trước,5 sao,Tích cực,1
Long Dang,Tốt,6 năm trước,5 sao,Tích cực,1
Quốc Phạm,Tốt,6 năm trước,5 sao,Tích cực,1
Lân Nguyễn,tốt,6 năm trước,5 sao,Tích cực,1
kieu dao,tôi đã nhìn thấy chuột tot,7 năm trước,5 sao,Tích cực,1
Trung Vo Duc,Chuột thích fpy,7 năm trước,5 sao,Tích cực,1
Thang Tran,Tốt,7 năm trước,5 sao,Tích cực,1
Phạm Quy,"Dịch vụ rất tốt, nhân viên chăm sóc nhiệt tình vui vẻ. Tuyệt vời 5 sao",2 tháng trước,5 sao,Tích cực,1
Duc hoang Huynh,"Mạng mạnh, tốc độ cao, ổn định, nhân viên tư vấn nhiệt tình, nên gọi tư vấn lắp và giới thiệu thêm người lắp.",2 tháng trước,5 sao,Tích cực,1
FPT Nha Trang,"Chất lượng dịch vụ xuất sắc, nhân viên nhiệt tình và nhiều ưu đãi",2 tháng trước,5 sao,Tích cực,1
Nguyên Khang,"Mạng mạnh tốc độ cao nên lắp xài, nhân viên tư vấn nhiệt tình",2 tháng trước,5 sao,Tích cực,1
Đăng Nguyễn,"Mạng mạnh, tốc độ cao, nhân viên chu đáo nhiệt tình, nên lắp xài!",4 tháng trước,5 sao,Tích cực,1
Tài Trần,"Mạng mạnh, tốc độ cao!nhân viên nhiệt tình, dịch vụ chất lượng, nên lắp fpt nha!",5 tháng trước,5 sao,Tích cực,1
Trọng Phương,Hiệu quả và Tuyệt vời !!! 10 điểm,2 tháng trước,5 sao,Tích cực,1
Như Ngọc Phạm,"Mạng mạnh, tốc độ cao,chăm sóc tốt",5 tháng trước,5 sao,Tích cực,1
Nguyên Lê Giang,Điểm cung cấp dịch vụ internet - truyền hình chất lượng cao. Chăm sóc tận tình.,5 năm trước,5 sao,Tích cực,1
Nguyễn Lê Huyền Trâm,5 sao cho Hồng Mi đẹp gái,2 tháng trước,5 sao,Tích cực,1
Hạnh Lê,"Dịch vụ tốt, chất lượng cao",5 tháng trước,5 sao,Tích cực,1
Trà Mi Lê,"Dịch vụ tốt, mạng mạnh",6 tháng trước,5 sao,Tích cực,1
Nguyễn Minh Tân,Dịch vụ chất lượng,5 tháng trước,5 sao,Tích cực,1
Thi Nguyễn,"Mạng mạnh, dịch vụ tốt, nhân viên nhiệt tình",một năm trước,5 sao,Tích cực,1
PYN NHATNH2,"Chất lượng rất tốt, nhân viên rất nhiệt tình.",một năm trước,5 sao,Tích cực,1
Quỳnh Trúc Cao,"Mạng ổn định,tivi box xài tốt,nhân viên nhiệt tình",một năm trước,5 sao,Tích cực,1
thi huyen,"Chất lượng dịch vụ tốt, tôi rất hài lòng.",một năm trước,5 sao,Tích cực,1
thi hop nguyen,"Mạng mạnh, dịch vụ tốt",7 tháng trước,5 sao,Tích cực,1
Hieu Doannguyenchi,"Nhân viên tư vấn nhiệt tình, xài mạng rất ổn",2 năm trước,5 sao,Tích cực,1
Gialai85 Fpt,"Tốc độ mạng nhanh,nhân viên chăm sóc nhiệt tình",một năm trước,5 sao,Tích cực,1
Vi Vo Ha,"nhân viên tuyệt vời , tư vấn nhiệt tình tốt",2 năm trước,5 sao,Tích cực,1
Viet anh Tran,Chất lượng dịch vụ trên cả mong đợi,một năm trước,5 sao,Tích cực,1
Ngyen Tunh,"Nhân viên nhiệt tình quá , mạng ổn tuyệt vời",2 năm trước,5 sao,Tích cực,1
Phụng Lê,"rất tốt, tư vấn và triển khai nhanh",một năm trước,5 sao,Tích cực,1
Quoc Vo ky,"Rất hài lòng, chăn sóc tốt tư vấn tốt, hô trợ tốt.",một năm trước,5 sao,Tích cực,1
Công Lê Thành,Tôi hài lòng về dịch vụ bạn cung cấp,một năm trước,5 sao,Tích cực,1
Thanh vo dinh,"Fpt telecom Phú Yên tốc độ cao, phục vụ bảo trì nhanh chóng.",một năm trước,5 sao,Tích cực,1
Hữu Toàn Nguyễn,"NGON, MẠNH, PHỤC VỤ QUÁ NHIỆT TÌNH - CHẤT LƯỢNG 5 SAO",một năm trước,5 sao,Tích cực,1
Lượng Minh,"Rất chuyên nghiệp, tư vấn nhiệt tình",2 năm trước,5 sao,Tích cực,1
Nguyen Xuan Vu,"Uy tín chất lượng, phục vụ tốt",một năm trước,5 sao,Tích cực,1
Nhân Môbiu TV,Ok bấy bê,một năm trước,5 sao,Tích cực,1
Linh Linh,Chất lượng dịch vụ tôt,một năm trước,5 sao,Tích cực,1
Thanh Hưng,Quá tuyệt vời,một năm trước,5 sao,Tích cực,1
Quang Minh Dao,"Phục vụ nhiệt tình, tư vấn tốt",5 năm trước,4 sao,Tích cực,1
cong ly Nguyen,Dịch vụ tốt,một năm trước,5 sao,Tích cực,1
Hoàng Huấn,5 * cho chất lượng !,một năm trước,5 sao,Tích cực,1
Bảo Đoan Huỳnh,Phục vụ rất tốt,một năm trước,5 sao,Tích cực,1
Khánh Lê,Rất tốt,một năm trước,5 sao,Tích cực,1
Nguyen Ho Chi,"ngon, bổ , rẻ",một năm trước,5 sao,Tích cực,1
bich van,tuyệt vời,một năm trước,5 sao,Tích cực,1
Thái Học,Dịch vụ quá tốt,một năm trước,5 sao,Tích cực,1
Minh Tiến,"Mạnh , tuyet voi",2 năm trước,5 sao,Tích cực,1
Thanh Huy Nguyễn,tuyệt vời,một năm trước,5 sao,Tích cực,1
cao trinh,Thân thiện nhiệt tình,5 năm trước,5 sao,Tích cực,1
Tí NC,Chuyên nghiệp,3 năm trước,5 sao,Tích cực,1
Nguyễn Cường,Tuyệt vời.,6 năm trước,5 sao,Tích cực,1
vương nguyễn,Ổn,một năm trước,5 sao,Tích cực,1
Edwards Nguyễn,Tốt,một năm trước,5 sao,Tích cực,1
Công ty Thạnh Đức,Ổn,5 năm trước,4 sao,Tích cực,1
Kami Thảo,"tổng đài fpt telecom gia lai cskh tốt, mạng mạnh",2 tháng trước,5 sao,Tích cực,1
Huu Tran,Mạng fpt gia lai có wifi 6 sài chơi game mạnh,2 tháng trước,5 sao,Tích cực,1
Phường Võ,"Vị trí công ty FPT Telecom Gia Lai là chính xác . Mình đã đến đây để đăng kí lắp một line mạng cáp quang cho gia đình sài , dịch vụ khá là ngon đường truyền ổn định , chơi game k bị lag ,thích nhất là truyền hình FPT play điều khiển bằng giọng nói rất tiện cho ông bà già ở nhà , cảm thấy hài lòng !",một năm trước,5 sao,Tích cực,1
05 Long Hải Tửu,"Mạng fpt gia lai, tổng đài ok",4 tháng trước,5 sao,Tích cực,1
Tracy Võ,Tổng đài fpt gia lai - alo là có,4 tháng trước,5 sao,Trung tính,2
Gia Linh Nguyễn Trần,"FPT chuyên nghiệp thật, trải nghiệm tuyệt vời ở đây",2 năm trước,5 sao,Tích cực,1
Phước Nguyễn,"Mạng fpt gia lai sài ngon, nhà đang sử dụng",một năm trước,5 sao,Tích cực,1
adminstrator tùng,"lắp mạng giá rẻ tại gia lai, dùng mạng fpt là  10 điểm",một năm trước,5 sao,Tích cực,1
Louisa,Quán cafe của tôi đang dùng gói mạng 150Mps của FPT Gia Lai. Quán có lắp thiết bị chịu tải Vigor 2927 và Aruba phát mở rộng wifi. Sài 3 năm nay chưa một lần sự cố nào.,một năm trước,5 sao,Trung tính,2
Reanna Harfst,"tập đoàn FPT kinh doanh rất nhiều lĩnh vực như: phần mềm software, lắp mạng fpt telecom, cửa hàng fpt shop, trường cao đẳng đại học fpt edu, nhà thuốc fpt long châu.",một năm trước,5 sao,Trung tính,2
Phuonglinh Nguyen,Trải nghiệm rất tuyệt; gói cước được tư vấn phù hợp với nhu cầu của mình. Đội ngũ nhân viên nhiệt tình và vui vẻ,một năm trước,5 sao,Tích cực,1
Vong Ro,wifi 6 fpt rất mạnh,2 tháng trước,5 sao,Tích cực,1
Thị thấm vi,"thời gian lắp đặt nhanh chóng, sáng kí chiều đã kéo rồi, hy vọng sử lý sự cố nhanh nữa thì tốt.",một năm trước,5 sao,Tích cực,1
Phuc Bui dinh,"Dịch vụ nhà mạng FPT tốt, WiFi sóng khỏe, thích hợp kinh doanh phòng nét.",một năm trước,5 sao,Tích cực,1
Nhu Quyen Pham,"nhà mạng fpt sài tốt, nhân viên nhanh nhẹn, nhệt tình",11 tháng trước,5 sao,Tích cực,1
Vo NGOC HIEP,"Dịch vụ FPT tuyệt vời. KH là trọng tâm, kỹ thuật nhiệt tình, thân thiện. Lắp đặt nhanh chống. Rất hài lòng",2 năm trước,5 sao,Tích cực,1
Nhung Nguyen,Mạng FPT giá lai ngon rẻ mạnh,một năm trước,5 sao,Tích cực,1
Tùy Chu,Tong dai mang fpt gia lai nhanh,6 tháng trước,5 sao,Tích cực,1
Phú Nguyễn,"Nhân viên rất Nhiêt tình, cảm thấy hài lòng về Internet fpt gia lai",một năm trước,5 sao,Tích cực,1
William Ben Gibbons,FPT Play có bản quyền giải bóng đá Cúp C1. Chả có bên nào ngoài FPT cung cấp giải này.,một năm trước,5 sao,Trung tính,2
Quốc Anh Dương,"Một địa chỉ quá tuyệt vời để lựa chọn các bộ sản phẩn viễn thông, nhân viên nhiệt tình, sản phẩm đa dạng, mẫu mã, chủng loại phong phú",2 năm trước,5 sao,Tích cực,1
Vanda Bonfim,"FPT có cung cấp IP tĩnh cho doanh nghiệp, giá hơi chát, đã dùng được 2 năm.",một năm trước,5 sao,Trung tính,2
Pierre Camps,"dịch vụ tồi. hẹn nhưng đến quá sớm, làm phiền tôi trong công việc.",một năm trước,1 sao,Tiêu cực,0
mobi binh,Mạng fpt pleiku mạnh,2 tuần trước,5 sao,Tích cực,1
Liên Kim,fpt mang yang lắp mạng,4 tháng trước,5 sao,Trung tính,2
Nguyệt Đặng thị,Mới lắp. Mạng xài nhanh và ổn định lắm. Thank nhà mạng fpt gia lai,một năm trước,5 sao,Tích cực,1
Hưng Lê,Gói cước doanh nghiệp của mạng FPT là hợp lý,10 tháng trước,5 sao,Tích cực,1
Trần Bảo,"Wifi này chơi liên quân khá ổn , chất lượng tốt , tôi hài lòng . Và sẽ lắp thêm 1 đường truyền nữa",2 năm trước,5 sao,Tích cực,1
Annette Clark,"FPT Gia Lai - Có bãi đậu xe. Bác bảo vệ phục vụ nhiệt tình, chu đáo.",một năm trước,5 sao,Tích cực,1
Linh Nguyễn,"Tôi đã từng dùng qua các nhà mạng của nhà cung cấp khác, Chuyển qua FPT thấy tuyệt vời nhất",một năm trước,5 sao,Tích cực,1
Alden,công ty fpt gia lai là một trong ba nhà cung cấp dịch vụ cáp quang tốt tại pleiku,một năm trước,5 sao,Tích cực,1
Phượng Bích,"Nhà đang lắp sài thử 1 Camera FPT để ngoài trời, cảm giác rất chắc chắn, hài lòng",một năm trước,5 sao,Tích cực,1
trendy chicco,"Mạng fpt tốt, ổn định, đã sàu 10 năm",10 tháng trước,5 sao,Tích cực,1
Bùi Xuân Bảo,"ở đây có lắp mạng, và truyền hình fpt play để xem tivi nè",một năm trước,5 sao,Tích cực,1
Dylan Sullivan,"dịch vụ tư vấn tại nhà, demo xem truyền hình FPT Play trước khi lắp đặt, trực quan",một năm trước,5 sao,Trung tính,2
Huong Vu,"Lắp đặt mạng FPT được cung cấp thiết bị wifi chuyên dụng, modem wifi 6 tuyệt vời",một năm trước,5 sao,Tích cực,1
Hung Tran,Cáp quang fpt chơi game mạnh,6 tháng trước,5 sao,Tích cực,1
Grainne,"Phần mềm quản lý bán hàng cho quán café chạy ổn định, đang sài kiotviet.",một năm trước,5 sao,Tích cực,1
Rowan,VPF và FPT Play  hợp tác trình chiếu bóng đá vleague trong 5 năm 2023-2027,một năm trước,5 sao,Trung tính,2
Thùy Dương,"FPT Gia Lai. Vui lòng liên hệ với chúng tôi theo số điện thoại: không, chín, bốn, bảy, tám, ba, ba, sáu, bảy, chín.",một năm trước,5 sao,Trung tính,2
HUY HOÀNG,tổng đài mạng fpt gia lai,4 tháng trước,5 sao,Trung tính,2
Duyen Dang,Dịch vụ fpt gia lai tốt,một năm trước,5 sao,Tích cực,1
김하람,"nhà mình dùng mạng fpt gia lai đã hơn mười năm nay, ổn định",một năm trước,5 sao,Tích cực,1
Ngân Khánh Nguyễn,Điểm cung cấp dịch vụ internet fpt - truyền hình chất lượng cao. Chăm sóc tận tình.,một năm trước,5 sao,Tích cực,1
Huyền Trần Thị,"Các bạn kỹ thuật FPT sửa laptop tại nhà rất nhanh, giá hợp lý.",một năm trước,5 sao,Tích cực,1
Quỳnh Lê Thị,"nhà tôi sử dụng mạng wifi fpt tại đây lắp đặt, tốt",một năm trước,5 sao,Tích cực,1
Oswald,FPT cung cấp giải pháp mạng wifi cho khách sạn kết hợp wifi marketing rất tốt,một năm trước,5 sao,Tích cực,1
Quỳnh trâm Hồ,Mạng fpt sóng WiFi mạnh,6 tháng trước,5 sao,Tích cực,1
Bim Bim,thiết bị đầu cuối của nhà mạng fpt gia lai nói chung là tốt nhất,một năm trước,5 sao,Tích cực,1
Ngọcc Thảoo,"cáp quang fpt gia lai sài ổn định, live tream bán hàng chạy rất ngon",một năm trước,5 sao,Tích cực,1
Orborne,FPT có dịch vụ sửa máy tính tận nhà tại Pleiku nhanh nhất.,một năm trước,5 sao,Tích cực,1
Doris,"tổng đài fpt gia lai, gọi là có, bạn cskh nhiệt tình, tận tâm.",một năm trước,5 sao,Tích cực,1
Vy Đặng,Gói mạng fpt cho gia đình là rẻ,10 tháng trước,5 sao,Tích cực,1
viet tran,"FPT Gia Lai, chuyên lắp mạng, báo giá tốt",11 tháng trước,5 sao,Tích cực,1
Tayler Fulk Diltz,Cước mạng hàng tháng công ty mình thanh toán cho FPT tầm 300k/tháng.,một năm trước,5 sao,Trung tính,2
Binh Pham,internet tốt mạng ổn định mình sẽ giới thiệu thêm bạn bè gắn internet ở fpt,một năm trước,5 sao,Tích cực,1
Janaé Bennett,"Là nhà mạng cung cấp giải pháp, giải quyết được nhu cầu sử dụng của khách hàng",một năm trước,5 sao,Tích cực,1
Hannah Norris,modem phát wifi của fpt gia lai phát ra hai sóng là 2.4Ghz và 5Ghz,một năm trước,5 sao,Trung tính,2
Hoàng Tú Hồ,Tong dai lap mang fpt gia lai. Tốt,10 tháng trước,5 sao,Tiêu cực,0
Helga,"Mình đang sài gói Triple của nhà mạng FPT, thấy ổn định.",một năm trước,5 sao,Tích cực,1
Kyle Boetcker,"thi công lắp đặt rất nhanh, thanh toán sau khi hoàn tất",một năm trước,5 sao,Tích cực,1
Hai Chu,"Wifi tốc độ cao, giá lại rẻ. Tuyệt vời",một năm trước,5 sao,Tích cực,1
Verity,"Phần mềm bán hàng, quản lý hàng hóa, giá cạnh tranh, tin dùng.",một năm trước,5 sao,Tích cực,1
Điền Dương anh,Nhân viên nhiệt tình. Đánh giá tốt 5 sao,một năm trước,5 sao,Tích cực,1
Kennedi Cobb,"Truyền hình đầu thu FPT Play hỗ trợ giọng nói, rất tiện lợi",một năm trước,5 sao,Tích cực,1
Allison Proctor,Nhà Thông Minh FPT - Thiết Bị Smart Home Số 1 Tại Pleiku Gia Lai,một năm trước,5 sao,Trung tính,2
Dt Dt,Mang fpt song wifi manh,7 tháng trước,5 sao,Tích cực,1
Do Mi,địa chỉ công ty fpt telecom ở đây là chính xác,một năm trước,5 sao,Trung tính,2
Anusak Buncha,Tất cả dịch vụ của FPT điều tốt - đúng tiền nào của nấy!,một năm trước,5 sao,Tích cực,1
Thủy Vinh,nhà mạng fpt gia lai giá cao hơn hẳn viettel và vnpt,một năm trước,5 sao,Trung tính,2
Crystal Whitley,wifi 6 của fpt gói 150Mbps dùng thấy ổn định lắm,một năm trước,5 sao,Tích cực,1
Trần Bảo Ngọc,"Bộ kích sóng wifi của FPT sài ổn định, bộ mesh giá tốt",một năm trước,5 sao,Tích cực,1
Harding,"Cung cấp giải pháp quản lý bán hàng, phần mềm KiotViet Gia Lai.",một năm trước,5 sao,Trung tính,2
Terrye Takacs,"Mạng FPT dùng cho quán Cafe tuyệt vời , ổn định",một năm trước,5 sao,Tích cực,1
china hacker,gói wifi mạng fpt giá rẻ,8 tháng trước,5 sao,Tích cực,1
Hubert,Tổng đài FPT - không chín bốn bảy tám ba ba sáu bảy chín. ThanhYou!,một năm trước,5 sao,Trung tính,2
Nam Nguyen,Gói fpt gia Lai là hợp lý,9 tháng trước,5 sao,Tích cực,1
Puih Ken,"Dich vu tot , chat luong dam bao , phat huy them nhe nha mang",2 năm trước,5 sao,Tích cực,1
Sigourney,Cáp quang doanh nghiệp của FPT cung cấp dùng ngon.,một năm trước,5 sao,Trung tính,2
Olwen,"Gói cước internet cho doanh nghiệp của fpt rất hợp lý, rẻ",một năm trước,5 sao,Tích cực,1
김현진,tôi tin tưởng chất lượng dịch vụ mạn fpt gia lai,một năm trước,5 sao,Tích cực,1
Taylor Garrett,FPT Play sở hữu bản quyền truyền hình V-League 2023-2027,một năm trước,5 sao,Trung tính,2
Marie Hobbs,FPT Telecom có chổ để xe rộng rãi và thoải mái,một năm trước,5 sao,Tích cực,1
Trúc Trần,"tổng đài fpt nhanh, gọn, và rất tốt",một năm trước,5 sao,Tích cực,1
Farrer,"Đầu thu FPT Play tốt, remote điều khiển giọng nói.",một năm trước,5 sao,Tích cực,1
Hải Nguyễn,"Mạng fpt gia lai, ngon",11 tháng trước,5 sao,Tích cực,1
Tùng Nguyễn bá,"chất lượng ok, chuyên nghiệp, triển khai nhanh",một năm trước,5 sao,Tích cực,1
Celina,Mạng FPT siêu mạnh luôn mn ơi. Tin dùng,một năm trước,5 sao,Tích cực,1
Farah,tổng đài lắp mạng internet fpt gia lai hoạt động 24/7,một năm trước,5 sao,Tích cực,1
Wilfred,Tổng Đài mạng fpt gia lai Alo là có ngay.,một năm trước,5 sao,Tiêu cực,0
Gabriel,Sài mạng FPT 10 năm nay thấy tuyệt vời.,một năm trước,5 sao,Tích cực,1
Parker Frost,"Lắp đặt rất nhanh chóng, dịch vụ tốt. Số 1 về dịch vụ",một năm trước,5 sao,Tích cực,1
Hải Nguyễn,"Fpt gia lai, mạng tốt",một năm trước,5 sao,Tích cực,1
Vi Nguyen,"tong dai fpt rat, nhanh nen",10 tháng trước,5 sao,Tích cực,1
Dylan Sanders,Nhà thông minh FPT - không chín bốn bảy tám ba ba sáu bảy chín,một năm trước,5 sao,Tích cực,1
Parker Stansberry,"Sale Tư vấn nhiệt tình, nhân viên chuyên nghiệp",một năm trước,5 sao,Tích cực,1
Thành Kiên,Tổng đài FPT Gia Lai. Nhanh,10 tháng trước,5 sao,Tích cực,1
Bao Tu Lien,"Cáp quang fpt chạy nhanh, ổn định lắm.",một năm trước,5 sao,Tích cực,1
Thu Hong Ngoc,"Rất hài lòng về kỹ thuật FPT Pleiku, nhanh.",một năm trước,5 sao,Tích cực,1
Tuyên Nguyễn,Mạng mẽo fpt gia lai ok,11 tháng trước,5 sao,Tích cực,1
Huyền Lê,nhà mạng lắp wifi tại pleiku gia lai nhanh chóng,một năm trước,5 sao,Tích cực,1
Vincent,"Phần mềm KiotViet giá tốt, đang sài.",một năm trước,5 sao,Tích cực,1
Veros Marilyn,"dịch vụ truyệt vời, nhân viên xinh đẹp và giỏi",một năm trước,5 sao,Tích cực,1
Oralie,FPT Play - sản phẩm truyền hình tuyệt vời.,một năm trước,5 sao,Tích cực,1
Manh Do Duc,"mạng ổn định, nhà mình tin dùng",một năm trước,5 sao,Tích cực,1
Lê Vinh,Mạng ok,10 tháng trước,5 sao,Tích cực,1
Gladys,"Alo cái là có, không ngại xa, rất tốt.",một năm trước,5 sao,Tích cực,1
thiêng huỳnh cao (caothiengthiengfb),Dịch vụ fpt telecom gia lai tốt,một năm trước,5 sao,Tích cực,1
Thắng Trần,"Dịch vụ tốt , truyền hình có nhiều điểm hay ,",2 năm trước,5 sao,Tích cực,1
Adela,Dịch vụ Icloud của Cam FPT tuyệt vời.,một năm trước,5 sao,Tích cực,1
Westin Demotts,Chất lượng dịch vụ tốt nên dùng.,một năm trước,5 sao,Tích cực,1
Trương Yến,"Phần mềm sapo chạy ổn định, tin dùng",một năm trước,5 sao,Tích cực,1
Hà Trần Bích,"FPT Telecom Gia Lai, 67 tăng bạt hổ, pleiku, gia lai.",một năm trước,5 sao,Tiêu cực,0
Hung Le,"Dịch vụ chuyên nghiệp, nhiều ưu đãi.",một năm trước,5 sao,Tích cực,1
Siegfried,Mình thích sử dụng đầu thu FPT Play,một năm trước,5 sao,Tích cực,1
서연,"Internet FPT Gia Lai, mạng mạnh sóng khỏe.",một năm trước,5 sao,Tích cực,1
Lệ Nguyễn Thị,Mạng ngon,một năm trước,5 sao,Tích cực,1
Manfred,FPT Camera Giải pháp Cloud Camera cho doanh nghiệp,một năm trước,5 sao,Trung tính,2
Ambrose,Good services. Thank you Chi nhánh FPT Gia Lai!,một năm trước,5 sao,Tích cực,1
Hiền Nguyễn,Fpt gia lai manh,một năm trước,5 sao,Trung tính,2
Thanh Liem Hoang,Mạng fpt gia lai mượt,một năm trước,5 sao,Tích cực,1
Phuoc Huynh,Mạng fpt gia lai ngon,một năm trước,5 sao,Tích cực,1
Schulz Evan,Mình đang sài phần mềm kiotviet do FPT cài đặt.,một năm trước,5 sao,Tích cực,1
chau cao,Mạng tốt,2 năm trước,5 sao,Tích cực,1
Bảo ngọc duơng phạm,Quá Ok,2 năm trước,5 sao,Tích cực,1
Việt Nguyễn,fpt tâm sóc tốt,một năm trước,5 sao,Tích cực,1
thuan nguyen,Rất tuyệt vời,2 năm trước,5 sao,Tích cực,1
Tú Ngô,Đợt gia lai tốt,một năm trước,5 sao,Tích cực,1
Lê Thị Kim Yến,mạng fpt OK,11 tháng trước,5 sao,Tích cực,1
Gia Lai Tuấn CSM,Mạng fpt gia lai tốt,một năm trước,5 sao,Tích cực,1
Trần Đình Quý Trần,Rất tuyệt vời,2 năm trước,5 sao,Tích cực,1
Brittney Enzian,Camera FPT là tốt.,một năm trước,5 sao,Tiêu cực,0
minh vo,"fpt pleiku mạng cáp quang ok, ngon",1 ngày trước,5 sao,Tích cực,1
Nguyễn Thị Hồng Trung Nguyễn,Fpt nào ổn?,4 tháng trước,5 sao,Trung tính,2
orchid blood,Tốt,một năm trước,5 sao,Tích cực,1
Philomena,Rất tốt!,một năm trước,5 sao,Tích cực,1
Phạm Hùng Việt,Dịch vụ tốt,một năm trước,5 sao,Tích cực,1
Đoàn Thị Mỹ Liên,"Dịch vụ tuyệt vời, wifi6 đỉnh đấy, khác biệt. Phục vụ nhanh khi cần, có cái Hifpt tắt mở thiết bị từ xa chuẩn giúp mình qli đc còn cái.",2 tháng trước,5 sao,Tích cực,1
Bình Chánh Nguyễn,có anh kỹ thuật viên fix lag liên quân rất nhanh và nhiệt tình,một tháng trước,5 sao,Tích cực,1
FREE APP,"Đang dùng 1 gói viettel và 1 gói fpt, thấy fpt ổn hơn",3 tháng trước,5 sao,Tích cực,1
Bichnhan Nguyenthi,"Tôi đang dùng FPT cho nhà là 80mp, công ty gói 250mp. Dạo này thấy chất lượng có vẻ đc cải thiện khá nhiều, alo hỗ trợ nhanh",2 năm trước,5 sao,Tích cực,1
Thanh Diệp,"Quá ngon, Món ăn tươi sống chất lượng",4 tháng trước,5 sao,Tích cực,1
Nguyễn Thanh Vũ,"Cung cấp dịch vụ, chăm sóc khách hàng chu đáo nhiệt tình",một năm trước,5 sao,Tích cực,1
Kinh Kha,Mạng tốt ổn định rất khỏe,2 tháng trước,5 sao,Trung tính,2
Thành Lợi Nguyễn,Mạng mạnh top 1 thế giới ❤️,5 tháng trước,5 sao,Tích cực,1
nguyen huynh,"Dịch vụ tốt, trải nghiệm tốt. Tư vấn và hỗ trợ nhiệt tình. Đặc biệt bạn tư vấn rất dễ thương và đẹp choai",10 tháng trước,5 sao,Tích cực,1
Thuwz H.,"Wifi thì yếu =)) Thu tiền thì cử người tới nhanh lắm Còn gọi sửa chữa đường dây wifi thì,gọi thì không nghe máy,hẹn tới hẹn lui :))) Lúc hẹn 10,xong chuyển thành 11 giờ,có khi 2,3 giờ chiều mới tới sửa :))) Coi thường khách hàng quá rồi :))) Wifi như hạch,tốn mớ tiền :))) Coi lạ cách làm ăn với khách hàng đi nhen :))) chứ thấy hơi bị coi thường khách quá rồi đấy.... :))) Bảo cái gì dịch vụ tốt á,xin rất dỡ và kém nhen :))",một năm trước,1 sao,Tiêu cực,0
nxb quynhon,Dịch vụ tuyệt vời,3 tháng trước,5 sao,Tích cực,1
Duyen Le,"Mạng quá yếu, cục mạng cách 2m mà sài k đc đi sài ké hàng xóm,  xong phải đk 4g sài. Nhân viên làm việc k chuyên nghiệp, tới ngày thanh toán thì k thấy báo tự động đi cắt mạng.",2 năm trước,1 sao,Tiêu cực,0
Miên Phạm,Anh bảo vệ rất dễ thương và vui tính🙂 …,2 năm trước,5 sao,Tích cực,1
Me CRY,người sửa chữa tuyệt vời,2 tháng trước,5 sao,Tích cực,1
Mốc Xì Tv,Dịch vụ quá tệ.,4 tháng trước,1 sao,Tiêu cực,0
Mưa,Dịch vụ tận tâm,3 tháng trước,5 sao,Tích cực,1
Hiếu Nguyễn Văn,KCN rộng còn nhiều đất trống đang chờ các nhà đầu tư . địa điểm gần biển cách cảng Quy Nhơn khoảng 50km và cách cảng Vũng Rô Phú Yên khoảng 90km  .,3 năm trước,4 sao,Trung tính,2
dinh chau,"Nhà tôi sử dụng mạng FPT với 3 địa điểm: 28 Nguyễn Huệ, 1 ở Đường Hoàng Văn Thụ và 1 đường Xuân Diệu. Tôi nghe nhân viên tư vấn nộp tiền 6 tháng tặng 1 tháng và tôi nộp như thế 3 lần rồi. Lần nộp tháng 12/ 2021 đến 5/2022, tặng tháng 6. Nhưng đến tháng 3 vì nhà k có người ở, tôi báo tạm ngưng sử dụng, đến đầu tháng 5 thì sử dụng lại. Bây giờ công ty thu tiền tháng 6 là 104.50đ và trả tiền cho nhân viên đến thu ở nhà là 16000. Tôi thấy rất vô lý là phải nộp 104.50đ tháng 6??? Theo đúng cam kết thì tháng 6 tôi k phải nộp tiền ( Nộp 6 tháng km 1 tháng) , tôi muốn bảo vệ linh kiện nên báo tắt, tạm ngưng, giờ phải nộp tiền tháng 6. Nếu tôi biết thế thi không báo tạm ngưng mà cứ để vậy thì không phải trả tiền tháng 6. Nhân viên đến nhà thu tiền thì thu thêm 16 ngàn phí vậy thì công ty giàu to không phải trả lương cho nhân viên rồi.",2 năm trước,1 sao,Tiêu cực,0
Đài Nguyễn,Tuyệt vời,2 tháng trước,5 sao,Tích cực,1
Âu Lê Hoa Cúc,"Dịch vụ lắp đặt mạng fpt quy nhơn rất tốt.  Mạng cáp quang fpt sài mạnh,  chơi game OK.  Truyền hình fpt đa dạng, phong phú.",3 năm trước,5 sao,Tích cực,1
Xuân Sơn Trần,"Nên có ưu đãi cho khách hàng cũ, vd như nâng cấp thiết bị 5G thì ok hơn",2 năm trước,5 sao,Trung tính,2
Huỳnh Tùng,"Gia đình tôi rất hài lòng về dịch vụ và chất lượng của FPT,  dùng rất tốt ! cố gắng phát huy nhé",8 năm trước,5 sao,Tích cực,1
Gà Ta Sơn Ca,dịch vụ rất nhanh chóng và tận tâm Gửi từ anh Lee Nguy Hiểm,8 năm trước,4 sao,Tích cực,1
