Review Name,Review Text,Review Time,Rating
Alaba Hhcn,"Chi nhánh FPT Thuận An dễ tìm đường, văn phòng rộng rãi, thoáng mát.",một năm trước,5 sao
Thái Duy,Mới chuyển mạng từ Viettel qua mạng FPT và không thất vọng nhé mọi người.,một năm trước,5 sao
Hiếu Nguyendanh,"Thái độ ngân viên rất khó chịu , kiểu làm thì làm ko làm thì thôi. Nhìn toàn trẻ trẻ mà lên giọng",2 năm trước,1 sao
thuthuy hoang,"Mạng FPT mạnh, giá rẻ, sóng wifi ổn định nhé mọi người.",một năm trước,5 sao
Nhung Hồng,"Mới lên đăng ký lắp đặt mạng cáp quang FPT, công nhận mạng FPT mạnh và nhanh thiệt",3 năm trước,5 sao
Xuân Trường,Nhân viên phục vụ khó chịu. Cáu gắt,2 năm trước,1 sao
Tungduy Vo,"Nhân viên tư vấn nhiệt tình, dễ thương",4 năm trước,5 sao
Võ Lạc Thiên (Ken Nha Que),"nhan vien nhiet tinh, vui ve, phuc vu nhanh",4 năm trước,5 sao
Oanh My,Nhân viên kỹ thuật nhiệt tình lắm,4 năm trước,5 sao
Bao Xuyen,"Dich vu tot, nhan vien nhiet tinh",4 năm trước,5 sao
Tân Nguyễn Duy,Dịch vụ của FPT rất tốt,5 năm trước,5 sao
Anhquoc Trieu,Toạ độ. Chính xác lắm!,4 năm trước,5 sao
Minh Lenhat,Dịc vụ rất tốt,5 năm trước,5 sao
Danh Ha,Nhân viên nhiệt tình,5 năm trước,5 sao
Nguyen Le Van,Bảo trì nhanh,2 năm trước,5 sao
Thanh Ngoc Pham,Đây thây,3 năm trước,5 sao
Huyền Trân Nguyễn Vũ,Rất tốt,5 năm trước,5 sao
Văn Kiên,Dịch vụ ok,5 năm trước,5 sao
Vũ Điệp Phan,Dich vụ ok,5 năm trước,5 sao
RÔ,Dịch vụ tốt,5 năm trước,5 sao
thanh lê,Tốt,5 năm trước,5 sao
Chien dinh,tốt,5 năm trước,5 sao
TRỌNG THỦY VŨ,Tốt,một năm trước,5 sao
Chien Anh,Tốt,5 năm trước,5 sao
hoa trinh,Tốt,6 năm trước,5 sao
Diem Nguyen,Nhân viên cty nhiệt tình phục vụ khách hàng,3 tháng trước,5 sao
An Trường,"Chất lượng mạng tốt, nhân viên vui vẻ nhiệt tình, hỗ trợ nhanh chóng. Rất hài lòng về dịch vụ",3 tháng trước,5 sao
Long Ka,"Đồ ăn tạm đc 7/10 điểm Gỏi gà 150k toàn xương chả thấy miếng thịt … quán ko có khách kêu tô phở đợi cả 10-15 p mới có , gỏi gà thì trộn có chút xíu mà nửa tiếng đcm… ko biết vào lúc bà chủ đang quạo hay sao mà chả cho rau rát, chả cho ớt tắc, chả cho chén đựng tương gì cả, khách ăn mà ko lẽ cứ mỗi cái mỗi mở miệng xin trời . Vậy mà thấy khách địa phương ăn đông quá cũng chả hiểu, đi du lịch ăn 1 lần tởn quá lần sau né xa cho chắc, làm ăn gì lâu lắc đang đói mà đợi mắc quạo",4 tháng trước,2 sao
Quyền Lê,Sự cố cáp chính từ trưa lúc 11g mà tới 23h chưa có khắc phục xong là sao vậy?????,một tháng trước,1 sao
Huy Trần,"nhân viên này tư vấn tận nhà nhiệt tình vui vẻ,  mỗi tháng điều nhắn tin hỏi thăm chăm sóc tình hình wifi nhà mình.",3 tháng trước,5 sao
Long Huynhthanh,"Nhân viên nhiệt tình, hỗ trợ nhanh, sẽ giới thiệu cho người thân",3 tháng trước,5 sao
Hướng Dương Hoa,nhân viên ok tư vấn nhiệt tình vui vẻ hỗ trợ nhanh chóng,3 tháng trước,5 sao
Nhất Nhất,"Nhân sự đã nghĩ việc tại FPT Long An, cần hỗ trợ quý khách hàng liên hệ Hotline  FPT19006600 giúp!",3 tháng trước,1 sao
Duy Thanh Nguyen,Dịch vụ tốt sử dụng rất ok nhân viên nhiệt tình.,3 tháng trước,5 sao
Trần Hoài Thương,"Nhân viên rất vui vẻ, nhiệt tình và dễ thương. Wifi rất mạnh.",5 tháng trước,5 sao
Thien Duong,"Nhân viên thân thiện nhiệt tình, tư vấn rõ ràng có trách nhiện",5 tháng trước,5 sao
LIÊN HỒ,"Nhân viên phục vụ nhanh, mạng dùng ok",3 tháng trước,5 sao
KaEst,"Nhân viên nhiệt tình, chất lượng internet tuyệt vời",3 tháng trước,5 sao
Phúc Huỳnh,"Nhân viên chuyên nghiệp, mạng ổn định",3 tháng trước,5 sao
tuyethang tran,"Mạng mạnh, nhân viên phục vụ nhanh",3 tháng trước,5 sao
vu dao,"Nhân viên vui vẻ, phục vụ nhanh",3 tháng trước,5 sao
Đoàn Thảo Dung,"Wifi manh, nhan vien phuc vu tan tinh",3 tháng trước,5 sao
Danh Nguyễn Hoàng,"Wifi ổn định, nhân viên cskh nhiệt tình",3 tháng trước,5 sao
Music Trending,"Cũng ok , mạng sài mạnh ,",3 tháng trước,5 sao
Hoàng Sơn,"Hỗ trợ nhanh chóng, nhiệt tình",3 tháng trước,5 sao
Minh Tâm Bùi,"Nv tư vấn rõ ràng, nhiệt tình",5 tháng trước,5 sao
Honda Da,Không phải số điện thoại Cty FPT,3 tháng trước,1 sao
Huy Nguyen Anh,DVKH số 1,3 tháng trước,5 sao
thuy lam,"Nhiệt tình, rất tốt",3 tháng trước,5 sao
nhut Truong Vo,Uy tín,3 tháng trước,5 sao
Linh Nguyễn,"Nhân viên vào nhà nạt nộ khách hàng, thách thức khách hàng tìm nhân viên khác phục vụ. Phục vụ quá tệ",2 năm trước,1 sao
tạo Nguyễn,"Văn phòng FPT Kiến Tường thoáng mát, chỗ để xe rộng rãi.",một năm trước,5 sao
Thien Tiger,Shop bán hàng cho môn bóng chày.,6 năm trước,5 sao
Anh Thảo Cao Hồ,Ổn,3 tháng trước,5 sao
Chú_Tuấn,Tốt,2 năm trước,5 sao
FirePoAm,"Nhân viên tư vấn nhiệt tình các gói cước internet có lợi nhất cho khách hàng. Nếu khách hàng dùng nhiều thì tư vấn kiểu khác, khách dùng ít thì tư vấn thiết bị khác.",5 năm trước,5 sao
Thiện Vu Nguyen Phan,"""Công ty Cổ phần Viễn thông FPT ( FPT Telecom) hiện là một trong những nhà cung cấp dịch vụ viễn thông và Internet có uy tín và được khách hàng yêu mến tại Việt Nam và Khu vực. Lĩnh vực kinh doanh: - Internet FPT: cáp đồng và cáp quang - Truyền hình trả tiền: Truyền hình FPT - Nội dung, ứng dụng trên Internet: Fshare, Fsend, FPT Play, - Sản phẩm IoT: Smart Home, Home Security, FPT Play Box, Cloud Camera - Leased Line Internet. - Điện thoại cố định, VoIP - Hội nghị truyền hình, dịch vụ ảo hóa, tích hợp hệ thống, bảo mật - Cloud computing, Data Center, Tên miền, Email Tổng đài Chăm sóc khách hàng 24/7: 1900 6600""",5 năm trước,5 sao
Đình Khánh Nguyễn,Nói chung fpt sài khu vực phong nẫm sài cũng ổn,5 tháng trước,5 sao
Ngọc Yên Tâm Đào,Có 0* chắc cũng cho 0* . Mạng chập chờn không xài được gọi lên sửa 2 lần hứa hẹn sửa trong ngày rồi không thấy đâu. T đổi mạng,một năm trước,1 sao
Thị Trà My Nguyễn,"Cảm ơn FPT đã đem internet tới mọi nhà. Một số khu vực huyện xã ở xã vẫn còn chưa có internet tốc độ cao để sử dụng, mong rằng sẽ bổ sung sớm cho bà con",6 năm trước,4 sao
Anh Duy,Nhân viên nhiệt tình thân thiện có bảo vệ dắt xe cho khách cảm thấy rất thoải mái,4 năm trước,5 sao
Thoa Hồ,"Chất lượng dịch vụ ổn định, tôi rất hài lòng khi sử dụng dịch vụ của FPT!",7 năm trước,5 sao
Chien To,Tuyệt vời,7 tháng trước,5 sao
Nguyễn Thái,Mạng tốt lắm. Nhân viên rất dể thương.,7 năm trước,5 sao
Huy Thang Nguyen,Nhiều nơi vẫn chưa cung cấp dịch vụ,4 năm trước,2 sao
ngan lu,Chất lượng dịch vụ rất tốt.,7 năm trước,5 sao
hien Duong thi thanh,Mình chưa đến đây lần nào,5 năm trước,1 sao
Viễn thông FPT (FPT Support),Sản phẩm tốt - Dịch vụ tốt,10 năm trước,5 sao
Duy Thanh Lê,Mạng chất lượng ổn định,10 năm trước,5 sao
Liêm Nguyễn hiếu,Lich sự ân cần,5 năm trước,4 sao
Quyên Đặng,Dịch vụ tốt,7 năm trước,5 sao
Công Minh Trần,Hài lòng!,7 năm trước,4 sao
Minh Tiến Đặng,Không hài lòng,8 năm trước,2 sao
Cường TV,Đã chuyển,5 năm trước,2 sao
vanngon nguyen,Chi nhánh,5 năm trước,3 sao
Tuấn Lê Quang,Tốt.,7 năm trước,5 sao
Thi Đinh,Ngon,7 năm trước,5 sao
Bến Tre Camera,Cty internet,4 năm trước,5 sao
trieuchc Nguyen,Tốt,5 năm trước,4 sao
Phong Nguyen,Tốt,7 năm trước,5 sao
Điền Nguyễn Duy Phong Điền,Tốt,7 năm trước,5 sao
Ernie Yu,Camera FPT quá tệ,2 tuần trước,1 sao
cong minh Tran,tuyệt vời!,7 năm trước,5 sao
Pvtho,Công ty tốt,8 năm trước,5 sao
Pham Dung,Tốt,7 năm trước,5 sao
Nguyễn Hoàng Duy,Tốt,7 năm trước,5 sao
MXH,"Đây là một địa điểm tuyệt vời. Các dịch vụ của FPT TELECOM cung cấp như internet, truyền hình, camera, smarthome,... đều rất tốt. Mọi người nên ưu tiên lựa chọn các sản phẩm dịch vụ của FPT TELECOM.",11 tháng trước,5 sao
Bá Tuyến Đoàn,"Nhân viên phục vụ kém, chỉ muốn đuổi khác",4 tháng trước,1 sao
Hưng Thịnh Nguyễn Huỳnh,"Thích bộ sp tích hợp của FPT wifi - truyền hình - camera. Tiện lợi, quản lý trên phần app Hi FPT tất cả, thanh toán cước dễ dàng.  Đúng chuẩn sp của công ty công nghệ",11 tháng trước,5 sao
Quân Vũ,Dùng mạng fpt được hơn 5 năm nhưng nhân viên ở đây nói chuyện cực kỳ lươn lẹo. Cắt mạng luôn rồi,3 năm trước,1 sao
sgn Deut,"nhân viên nói chuyện với khách hàng , nói 1 lúc tự ngắt .",3 năm trước,1 sao
Cong Le,VÔ TRÁCH NHIỆM GIỐNG NHƯ CÁC NHÀ MẠNG KHÁC CHỈ KHÁCH HÀNG LÀ CHỊU THIỆT.,2 năm trước,3 sao
Hương Trà Trương,"Chuyên nghiệp, nhanh chóng, tiện lợi",2 năm trước,5 sao
Thuận Huỳnh Văn,Phục vụ tốt,2 năm trước,5 sao
Hải Phước,Rất tệ,một tháng trước,1 sao
Anh Thư Lê Mai,rất hài lòng về dịch vụ cũng như cung cách phục vụ của nhân viên,7 năm trước,5 sao
Thái Võ,"Đường truyền rất ổn định, nhân viên vui vẻ lịch sự .rất tốt.",5 năm trước,5 sao
BaoHan Travel,Chất lượng truyền hình rất ổn định. Tôi rất hài lòng,7 năm trước,5 sao
Cuong Dinh,Anh em cần hỗ trợ FPT liên hệ Phòng giao dịch 113 Nguyễn Tất Thành  để được hỗ trợ tốt nhất !,7 năm trước,5 sao
cuong le quoc,KH hài lòng là chúng tôi đã thành công !!!,7 năm trước,5 sao
Wild Wind,Phục vụ tốt mà dịch vụ Internet thì không tốt lắm.,6 năm trước,4 sao
Than nguyen van,Nhà cung cấp internet hàng đầu việt nam,6 năm trước,5 sao
Hán Hợp,Nhân viên nhiệt tình thân thiện,6 năm trước,4 sao
Cường Lê,Chat luong tot dich vu ok,7 năm trước,5 sao
Vincent Cường,Rất hài lòng dịch vụ,3 năm trước,5 sao
Cẩm Trần,Chăm sóc khách hàng nhiệt tình,7 năm trước,5 sao
Le Minh Tran,"Dịch vụ uy tín, chất lượng",7 năm trước,5 sao
Thii Nguyen,quá tuyệt vời,2 năm trước,5 sao
Hạo Thiên Trần,mạng tốt - truyền hình hay,8 năm trước,5 sao
Dung Nguyen,"Chat luong tot, nhiệt tinh",7 năm trước,5 sao
Master Lương,Cũng được,5 năm trước,4 sao
HOÀNG DUY,tuyệt vời,7 năm trước,5 sao
Hoàng Quân,Bình thường,2 năm trước,3 sao
Lân phạm Lân,Khách hàng là trọng tâm,7 năm trước,5 sao
Thanh Hằng Nguyễn,Rất tệ,5 năm trước,1 sao
Gia Bao,Chất lượng tốt,7 năm trước,5 sao
hoang an Nguyen,dịch vụ tốt,7 năm trước,5 sao
Trần Duy,mạnh,5 năm trước,5 sao
Hoàng Quốc Khoa,rất tốt,7 năm trước,5 sao
Huy Nguyễn,Ổn,6 năm trước,5 sao
hoàng quốc,Tốt,7 năm trước,5 sao
thanh huy nguyen le,GIA l là một,6 năm trước,5 sao
Vy Dinh,Tốt,7 năm trước,5 sao
Khoa Đỗ,"Nhân viên thân thiện. Nhiệt tình hỗ trợ KH. Mạng mạnh, ổn định.",5 tháng trước,5 sao
0040_Nguyễn Hữu Chuyền,"Mạng xài rất oke, rất mạng và mượt nhân viên hỗ trợ nhiệt tình",5 tháng trước,5 sao
Lê Hồng Thùy,Good.nhân viên thân thiện .dịch vụ chăm sóc khách hàng tốt.mạng ổn định.,5 tháng trước,5 sao
huynh1995 bx,"Bà nhân viên thu tiền với thằng nhân viên đi chung nói chuyện thái độ như vô học , mạng đã không ok rồi còn gặp 2 con người như vậy quá Kém",7 tháng trước,1 sao
Công Nam Trần,"Tốc độ mạng rất nhanh, hỗ trợ kỹ thuật nhiệt tình và nhanh",5 tháng trước,5 sao
trần nguyễn,"Uy tín , nhân viên thân thiện, hư gọi cái có người xuống luôn ,",5 tháng trước,5 sao
Tấn Nguyễn Hà Phước,"Mạng wifi sử dụng ổn định , dịch vụ tốt , lắp đặt nhanh chóng",5 tháng trước,5 sao
Khiêm Ngô,"Mạng mượt mà, nhân viên hỗ trợ nhiệt tình.",5 tháng trước,5 sao
ivy bui,"Lắp đặt nhanh, tư vấn nhiệt tình, ưng cục box truyền hình - gắn vào TV xem sướng phết",7 tháng trước,5 sao
Phạm Đức Phú,"nhanh mạnh mẽ , tốc độ tuyệt vời",5 tháng trước,5 sao
Anh Phan,"Dịch vụ tận tình, lắp đặt nhanh chóng",5 tháng trước,5 sao
Thiên Thanh Hoàng,"Mạng thất thường, gọi kỹ thuật vào 7h30 sáng để họ mau mau đến sửa để còn làm việc, thì nhân viên bảo 16h chiều mới đến sửa.",một năm trước,1 sao
Luc Phu,"Đang xài mạng Wi-fi FPT mạng tốt, chăm sóc tốt",5 tháng trước,5 sao
Tiến Trương Minh,Chất lượng dịch vụ tuyệt vời,5 tháng trước,5 sao
Thành Long Nguyễn,Wifi 6 ok đây,5 tháng trước,5 sao
Thanh Chau,Mạng cực mượt ok,5 tháng trước,5 sao
Vũ Thiên Bình 07,Ok hài lòng và tuyệt vời. Nhân viên chăm sóc nhiêt tình thân thiện và nói dễ nghe.,3 năm trước,5 sao
Minh Trung Nguyễn,Rất tốt,5 tháng trước,5 sao
Lh Phong,Rất ok,5 tháng trước,5 sao
Baby Củ Quả,Tuyệt vời,5 tháng trước,5 sao
Ngọc Tiến Hà,"cskh tốt hỗ trợ 24/24, nhân viên kinh doanh tư vấn nhiệt tình cả ngoài giờ làm",3 năm trước,5 sao
Say Vo,trụ sở đẹp,5 tháng trước,5 sao
Phi Nguyen,Rất hài lòng và tuyệt vời. Nhân viên chăm sóc nhiêth tình thân thiện và nói dễ nghe.,3 năm trước,5 sao
Hoài Nam Nguyễn,"Mát mẻ, ăn uống ngon",một năm trước,5 sao
Tuyen Nguyen,Họ lấy lợi nhuận làm đau đầu,một năm trước,3 sao
Minh Minh,Địa chỉ giả mạo,một năm trước,1 sao
Chị Mèo,Giả mạo,một năm trước,1 sao
Tài Phan Thành,Tốt,5 tháng trước,5 sao
Hong Nguyen,"Tốt, xử lý vấn đề nhanh",3 năm trước,5 sao
Trần Linh,Dịch vụ tốt,5 tháng trước,5 sao
Huyn,"Làm tốt lắm, tuyệt vời",5 tháng trước,5 sao
Ori Phương Oanh,"Nhân viên tư vấn siêu nhiệt tình. Mạng internet ổn định, tốc độ truy cập nhanh, dịch vụ ổn áp đáp ứng nhu cầu của khách, thiết bị truy cập nhiều hơn. Giá cả phù hợp.",một năm trước,5 sao
Dung Trinh Anh,Tôi mới lắp mạng fpt mạng sử dụng rất ổn định,5 tháng trước,5 sao
Phan Gia Bảo,mạng fpt xài mạnh thật,2 tuần trước,5 sao
trinh binhm,tôi mới lắp mạng fpt bên trảng dài mạng rất ổn định.tôi sẽ giới thiệu cho người nhà và bạn bè tôi sử dụng mạng fpt,8 tháng trước,5 sao
Vu Pham,Mới lắp mạng fpt wifi 6 mạng rất ổn định,5 tháng trước,5 sao
Thi Hong Ha Phan,"mạng sử dụng rất ổn định,truyền hình fpt rất hay,nhân viên hỗ trợ nhiệt tình",một năm trước,5 sao
Duc Hoang,"mạng fpt sử dụng rất ổn định,nhân viên tư vẫn rất nhiệt tình,tôi rất hai lòng",một năm trước,5 sao
Tuấn trấn Thanh,"dịch vụ rất tốt,nhân viên tư vấn rất nhiệt tình,mạng rất ổn định sóng khỏe",một năm trước,5 sao
Minh Duong,dịch vụ tốt.sử dụng ổn định.sóng wifi khỏe.nhân viên tư vấn nhiệt tình.rất hài lòng,một năm trước,5 sao
Oanh Mai,"dịch vụ rất tuyệt vời,mạng rất mạnh,nhân viên tư vẫn rất nhiệt tình",một năm trước,5 sao
NINH BẮC,Tôi mới lắp mạng fpt mạng rất ổn định nhân viên tư vấn rất nhiệt tình,một năm trước,5 sao
Cong Duong Nguyen,"fpt mạng rất tốt,sử dụng ổn định,gói cước tốt,nhân viên nhiệt tình",một năm trước,5 sao
Thành Trần,"dịch vụ rất tốt,tư vẫn tận tâm,wifi sóng khỏe sử dụng rất ổn định",một năm trước,5 sao
Nguyen Pham,"dịch vụ rât tốt,fpt mạng rất ổn định.rất hai lòng",một năm trước,5 sao
Tân Trần,Chất lương dịch vụ mạng fpt rất tốt,một năm trước,5 sao
Minh Minh,dịch vụ tốt.mạng ổn định.gói cước rẻ,một năm trước,5 sao
duong nguyen,dịch vụ rất tốt.mạng khỏe.chất lượng tốt,một năm trước,5 sao
Hue Pham thi,Mạng fpt sử dụng ổn định,một năm trước,5 sao
Hoa Nguyen,"Chất lượng tốt, chăm sóc tuyệt vời",một năm trước,5 sao
Hau Van,Rất tuyệt vời,11 tháng trước,5 sao
Minh Anh,Rất ok,11 tháng trước,5 sao
hoai vuong,Mạng rất ổn,một năm trước,5 sao
Thành Trương,Rất tố,một năm trước,5 sao
Nguyên Phạm,mạng fpt tuyệt vời,một năm trước,5 sao
FPT Đăng Ký WIFI CÁP QUANG FPT,rất ok,một năm trước,5 sao
Cuong小刚,"Dịch vụ tốt , nhân viên thân thiện , anh bảo trì mạng kĩ thuật chuẩn !",2 năm trước,5 sao
Duy Anh,Dịch vụ bên này mình chưa dùng nên k biết sao. Bây giờ chất lượng phục vụ chắc chắn phải cao rồi. Có anh là manager khách hàng bên minh hiền lành vui vẻ lắm. Mọi người trải nghiệm nhe,4 năm trước,4 sao
Lâm Đồng Truyền hình FPT,"Truyền hình FPT có kho nội dung số đa dạng,nhiều lựa chọn,giá thiết bị rẻ những tính năng này quá tuyệt vời",8 năm trước,5 sao
nguyen thi Ly,Truyền hình FPT xem cực thích và có nhiều ứng dụng hay thích nhất là giá cả khá phù hợp,8 năm trước,5 sao
Mạnh Trịnh Xuân,Dịch vụ FPT Đức Trọng thật tuyệt vời từ chất lượng dịch vụ đến cách phục vụ cảm thấy thật sự chuyên nghiệp,8 năm trước,5 sao
Giáp Đinh,"internet fpt mạng rất ổn định, truyền hình thì đặc sắc không thua kém gì xem tại rạp, mình rất hài lòng về dịch vụ của fpt",8 năm trước,5 sao
Tuấn Thanh (kailzjn),Mạng fpt đức trọng rất tốt. Ưu đãi hấp dẫn. Tốt.,4 năm trước,5 sao
Sơn Trần Quang,"mạng fpt chạy rất ổn định nhanh, truyền hình phong phú, giá rẻ...",8 năm trước,5 sao
Roo Se7en,Rất tốt. Làm việc nhanh nhiệt tình.,5 năm trước,5 sao
Duy Thanh,Nơi kết nối mọi trái tim cùng nhip đập.,6 năm trước,5 sao
thach pham ngoc,Mạng fpt đức trọng rất tốt,4 năm trước,5 sao
Đạt Lộc,Được,7 tháng trước,5 sao
Phạm Duy Duy,Lắp mạng fpt đức trọng rất tốt,4 năm trước,5 sao
Hoang Hieu,Nhân viên nhiệt tình,5 năm trước,5 sao
uyên thùy nguyễn hoài,Dịch vụ tốt nhất,7 năm trước,5 sao
Ut Ya,Rất hài lòng,5 năm trước,5 sao
thang z,dich vu fpt that tuyet voi,8 năm trước,5 sao
Viễn lương,Tốt,4 năm trước,4 sao
Thang Tran,Tb,5 năm trước,2 sao
Duyên Nguyễn,Wifi siêu yếu. CỰC KỲ TỆ,5 ngày trước,1 sao
Ngoan Nguyen,Dịch vụ tốt sản phẩm chất lượng,một năm trước,5 sao
Duy Phan,"Dịch vụ tốt ,nhân viên nhiệt tình ,ủng hộ 5 sao",một năm trước,5 sao
Tan Le,Trải nghiệm dịch vụ khá tốt sóng wifi rất mạnh.Tuyệt vời.,một năm trước,5 sao
Châu VN,"FPT Telecom Ninh Thuận , đẳng cấp thể hiện ở tốc độ",7 năm trước,5 sao
Thi Hanh Nguyen,Cong ty lam an do wa.mjnh da dong truoc mot nam phi thue bao roi.ma wifi chay yeu wa .ko choi dc gj ca.chan qua .cha cho xong het mot nam la cat luon wa.mjnh ds nhju lan keu tho xuog sua .nhug no van nhu vsy .cho du wifi cua mjh chi co nha mjnh xai thoi.co 3hoac 4 cai dt ak.ma yru nhu vay sao xai .that vong,7 năm trước,2 sao
Phuong Vo,Wow... Thật hoành tráng và đẳng cấp,một năm trước,5 sao
Phuoc Nguyen Ngoc,FPT Ninh Thuận-Nhà cung cấp dịch vụ viễn thông tốt nhất.,10 năm trước,5 sao
Lâm Viên,FPT TELECOM CN NTN thể hiện đẳng cấp về tốc độ đường truyền.,7 năm trước,5 sao
Mai Lộc,FPT - Telecom Ninh Thuận là sự lựa chọn tốt nhất về internet và truyền hình,7 năm trước,5 sao
Như Quỳnh,Rất tốt. Nhân viên nhiệt tình,5 năm trước,5 sao
Anh Hung,Quá đẹp nha FPT,một năm trước,5 sao
Tung Tran,Rất tuyệt vời,một năm trước,5 sao
DPT Thắng,Quá tuyệt vời,một năm trước,5 sao
Bá Hùng - NT,Có mấy em tư vấn vui tính !,7 năm trước,4 sao
Play Ott,Rất tiệc zời,một năm trước,5 sao
Du Lịch Ninh Thuận,Rất tốt. Mạng ổn định,5 năm trước,5 sao
Hoai Nguyen,Ho tro rat nhanh,một năm trước,5 sao
Nguyễn Văn Toàn K18 VB2 CD Dược,Tuyệt vời,một năm trước,5 sao
hoahv huynh,Rất đẹp,một năm trước,5 sao
Quoc Do Ngoc,Rất hài lòng,một năm trước,5 sao
Sàn bất động sản Ninh Thuận,nhân viên nhiệt tình,6 năm trước,4 sao
Hùng Hồ,Được,6 năm trước,4 sao
chetdoi heocon,fpt,7 năm trước,5 sao
Luân Võ Thành,Hahahahaha,7 năm trước,5 sao
Thuan trang van,Ổn,4 năm trước,5 sao
Toàn Nguyễn,Đăng kí mới thì nhanh. Cắt mạng thì chậm. Từ tổng đài tới đại lý địa phương. Dịch vụ kém.,2 năm trước,1 sao
khac duy,"Oke, dịch vụ lắp đặt nhanh ngay trong ngày luôn, sáng gọi chốt gói xong suôi chiều có nhân viên đến lắp rồi.",một năm trước,5 sao
Phạm Yến Mai,"Mạng chạy tốt, ổn định, không bị đứng mạng, chỉ cần thế thôi chứ đang làm ván game mà đứng mạng phát thì xác định luôn.",một năm trước,5 sao
Lê Thụy Khanh,"Good, hài lòng nha. Mạng rất ổn định. Game mượt, nhiều thiết bị bắt sài vẫn vô tư.",một năm trước,5 sao
Duy Nguyễn,Chất lượng wifi tốt,một tháng trước,5 sao
Bích Ngọc,"Gửi yêu cầu thu cước thì không xuống tự ý ngắt internet, khâu chăm sóc khách hàng quá tệ",2 năm trước,1 sao
Thế Hoàng,"Sữa chữa quá chậm, lắp đặt thì nhanh, tới khi gặp lỗi thì đùn đẩy nhau ! Quá thất vọng.",3 năm trước,1 sao
Locpro Tran,"Kỹ thuật đi dây cáp rất thẩm mỹ, rât hai lòng về cách phục vụ của nhà mạng",5 năm trước,5 sao
Thanh PN,"5 sao cho dịch vụ tốt, phát huy nha người anh em",2 năm trước,5 sao
quang nn,"chơi game ổn hơn viettel và vnpt, chỉ có vấn đề là giá cao hơn 1 tí",5 năm trước,5 sao
Kim Dung,"nhân viên nhiệt tình, chất lượng ok",một năm trước,5 sao
Quốc Thịnh Lê,"Đội ngũ kỹ thuật đi dây rất đẹp, thẩm mỹ, tôi rất hài lòng",5 năm trước,5 sao
tan hotrong,"Mình live stream rất mượt hơn hẳn vnpt vs viettel truoc đay mình sài, ok",5 năm trước,5 sao
Quốc Nguyễn hưng,"Mình rất hài lòng về dịch vụ của fpt, phục vụ nhiệt tình, mạng khá ổn định",5 năm trước,5 sao
Hoang Nguyen,Tôi đã sử dụng và cảm thấy dịch vụ rất tốt,5 năm trước,5 sao
Nguyên Lê Giang,"Dịch vụ FPT tốt, internet nhanh",4 năm trước,5 sao
Hưng Êban,Nhân viên phục khi gặp sự cố rất nhiệt tình,5 năm trước,5 sao
Loc Tran,rat hai long ve cach phuc vu cua nha mang,5 năm trước,5 sao
văn phạm,Nhân viên kỹ thuật đi dây rất đep. Rất ok,5 năm trước,5 sao
Tuấn Lê Ngọc,Mạng tốt,10 tháng trước,5 sao
Van Quy,"Good, rất hài lòng về chất lượng của Fpt, 10 Điểm",5 năm trước,5 sao
Tất thành giải trí,Chơi game rất tốt và ổn định,5 năm trước,5 sao
Ngoc Dam Duc,Nhìn viên phục vụ rất nhiệt tình,5 năm trước,5 sao
Khanh Đình,Dịch vụ hỗ trợ như lòn,một năm trước,1 sao
Luc Nguyen,"Fpt phuc vu rat chu dao, minh thay khá hài long",5 năm trước,5 sao
Thị Vinh Bùi,Mạng rất ổn định. Game mượt,5 năm trước,5 sao
Thảo Nguyễn,Thu tiền sai,9 tháng trước,1 sao
Minh Nguyễn,"Chất lượng rất tốt, chơi game mượt",5 năm trước,5 sao
khánh nguyễn,Nhân vieb phục vụ rất nhiệt tình,5 năm trước,5 sao
Phương Nam Trần,"tuyệt vời, chất lượng dịch vụ cực tốt",5 năm trước,5 sao
Lê Quang,"Mạng rất mạnh, chơi game rất ok",5 năm trước,5 sao
Tiểu thư Họ Đặng,"Chất lượng rất tốt, live stream rất ổn định",5 năm trước,5 sao
Nguyễn Leo,Nhan vien rat nhiet tinh,5 năm trước,5 sao
S u n,Chơi game rất ok,5 năm trước,5 sao
Tí NC,cho 5 sao,3 năm trước,5 sao
Vong Tran,Mạng rất mạnh,4 năm trước,5 sao
Thê Vu,Mạng rất tốt 👍 …,5 năm trước,5 sao
Nguyễn Xuân Vũ (Anh Hai BM Vlog),Nhân viên rất nhiệt tình,5 năm trước,5 sao
Hải Quốc,Rất hài lòng về dịch vụ của fpt,5 năm trước,5 sao
Ten Nguyen,Choi game rât mượt,5 năm trước,5 sao
Quang Ý Lê,Rất tốt mạng rất mạnh,5 năm trước,5 sao
Loan Lê,Mạng kha mạnh,5 năm trước,5 sao
Phuong Tran,Mạng rất ổn định,4 năm trước,5 sao
Sy Viet,Mạng rật mạnh,5 năm trước,5 sao
Phuong Nguyen,nhan vien rat nhiet tinh,5 năm trước,5 sao
Thành Nguyễn,Chơi game rất tốt,5 năm trước,5 sao
nhi Nguyen,Chất lượng rất tốt,5 năm trước,5 sao
Nt9 Ngoan,Phục vụ rất tốt,5 năm trước,5 sao
Công Nguyễn,Fpt phục vụ rất chuyên nghiệp,5 năm trước,5 sao
Hoang Duy,Chơi game rất ổn,5 năm trước,5 sao
Solve Math,Mạng rất mạnh,4 năm trước,5 sao
Nguyet Hoang,Mạng rất tốt,4 năm trước,5 sao
